Authors,order,family,feeding_guild,lat,lon,id,a_est,a_se,Tmin_est,Tmin_se,Tmax_est,Tmax_se,Topt_est,Topt_se,starting_a,starting_Tmin,starting_Tmax
"de Campos,",Lepidoptera,Gelechiidae,borer,42.6391,2.98067,1,7.040077432902694e-5,1.4976733817062825e-5,3.0993340573134662,3.904235271139417,33.437218715226585,0.277647942679679,27.07852213113473,0.42003290858751385,7.000000000000001e-5,3,33.5
"Li, WB;",Orthoptera,Pyrgomorphidae,chewer,36.67087,116.98538,2,4e-5,3.9184138118579815e-6,11,0.6576754754266496,34.5,0.6027424940376177,28.957908753233006,0.4252293526003909,4e-5,11,34.5
"Schlesener, DCH;",Diptera,Drosophilidae,borer,-29.84253,-53.76806,3,2.2564101097020015e-4,6.969753149334423e-5,8.785091900119351,4.034352056990893,28.586399445212916,0.5405717931777911,23.944989853759562,0.5786405368952543,3.0000000000000003e-4,12,28.5
"del Pino,",Lepidoptera,Noctuidae,chewer,28.0079,-16.65571,4,1.0693761892520474e-4,1.8567387064002693e-5,10.08308449795753,1.0786202771227045,34.72147470010093,1.5156768324268188,28.997685540133926,1.0967877628553877,1.4000000000000001e-4,12,33.5
"Tian, ZQ;",Hemiptera,Aphididae,sucker,45.79883,126.5304,5,2.6000000000000003e-4,1.5719081359711072e-5,6,0.36854509003586844,32.5,0.5959982344832369,26.676026271442815,0.4405928376263386,2.6000000000000003e-4,6,32.5
"Islam, T;",Lepidoptera,Pyralidae,borer,24.72263,90.41868,6,1.1650302604182772e-4,7.973287299204416e-5,12.857580022917418,5.558662104173027,35.1569350868613,4.334420961601324,29.765506214186427,2.6474730366953305,9e-5,11,37.5
"Lin, MY;",Acari,Tetranychidae,sucker,23.42497,120.52254,7,1.2e-4,3.3374936525807184e-5,13,1.7996471875293556,33.5,0.7934149334923,28.48436408563312,0.49419069517324676,1.2e-4,13,33.5
"Govindan, BN;",Hemiptera,Pentatomidae,sucker,43.17003,-107.56853,8,1.028341283146513e-4,1.7637151487530134e-6,15.274068216682856,0.18615866225420466,33.289941130912545,0.01700288557575189,28.712831455244128,0.03249923576432728,9e-5,14,33.5
"Choudhary, JS;",Diptera,Tephritidae,borer,23.45598,85.25573,9,2.518192875276832e-4,1.6735448684895852e-5,19.7843485961556,0.37208802039895816,35.3442960130252,0.0834923408251649,31.173505065277812,0.08859542334510845,2.5000000000000006e-4,20,35.5
"Ullah, MS;",Acari,Tetranychidae,sucker,35.46669,139.4151,10,1.5353110706280916e-4,8.029975671443737e-6,7.422770334868257,0.6609481764209955,31.25220120472567,0.10700455315628127,25.868372408899575,0.08186677327309999,1.3000000000000002e-4,5,31.5
"Hasanvand, I;",Acari,Tetranychidae,sucker,33.48421,48.35383,11,1.6008579824254216e-4,5.981582009029788e-6,11.68137273552665,0.34873524136100353,38.200797660044934,0.0889057795172291,31.98969252434504,0.07072095368009425,1.5000000000000001e-4,11,38.5
"Saeed, S;",Lepidoptera,Plutellidae,chewer,30.19798,71.4725,12,1.0097494711793256e-4,5.066552839900148e-5,-3.1314985602495327,8.619789248939957,35.907430879988155,3.4904330970394186,28.429141437331772,2.1560382903676247,1.3000000000000002e-4,1,34.5
"Chiu, MC;",Diptera,Tephritidae,borer,23.97394,120.98202,13,0.0015521733150573034,5.021331864177014e-4,27.789982177764156,0.6633222236867435,32.524536851028756,0.048685183371559436,31.049579695085065,0.1889411821386206,3.1000000000000005e-4,21,32.5
"Lacerda, LF;",Lepidoptera,Tineidae,borer,-23.55065,-46.63338,14,3.630000463513868e-4,6.696252089161886e-5,14.285617250712919,1.2965051222460395,30.16925261321421,0.1386695522208753,26.102164741311555,0.23518577497492388,3.400000000000001e-4,14,30.5
"Bahirai, F;",Acari,Diptilomiopidae,sucker,33.48421,48.35383,15,2.354687330872538e-4,1.6059944050870307e-5,15.150126176697466,0.34551898029672146,35.260162337015984,0.3609330691109696,30.22971898143252,0.2569946813676191,2.3e-4,15,35.5
"Fidelis, EG;",Acari,Tenuipalpidae,sucker,2.82085,-60.67196,16,1.3000000000000002e-4,6.472277250709126e-5,18,0.3285181149661942,42.5,16.003991690531898,36.39142594591416,12.482537699059147,1.3000000000000002e-4,18,42.5
"Barbosa, LR;",Hemiptera,Thaumastocoridae,sucker,-25.29254,-49.22435,17,2e-5,4.605137945039537e-5,7,11.364001592070773,47.5,76.44096740239083,38.76946518715267,59.708790579690714,2e-5,7,47.5
"Ahn, JJ;",Hemiptera,Alydidae,sucker,35.93808,127.16437,18,1.2815447883884572e-4,1.3596425749098685e-5,16.524432234743127,0.9168312559477029,35.50349063543575,0.0100150786305616,30.66467086679978,0.16711577677644285,1.2e-4,16,35.5
"Soh, BSB;",Hemiptera,Aphididae,sucker,5.4469900000000004,10.05331,20,9.021461636804436e-5,9.510336009633947e-6,-5.415804731665368,2.2785094050996895,30.003634796336787,0.009299639140406971,23.517248759268,0.18269981473705113,1.5000000000000001e-4,5,30.5
"Qin, JY;",Lepidoptera,Noctuidae,chewer,39.92646,116.17955,21,7.000000000000001e-5,9.6981683618332e-6,12,0.8558071449943934,37.5,1.656211812298751,31.48254633215033,1.206294879066014,7.000000000000001e-5,12,37.5
"Li, BL;",Lepidoptera,Noctuidae,chewer,34.29937,108.48306,22,5.938840552897607e-4,1.569991547032567e-5,17.765398760845716,0.15366275978714666,30.24015488856071,0.023585296007185817,26.84709414134296,0.033066329837418716,5.000000000000001e-4,17,30.5
"Sanchez-Ramos, I;",Hemiptera,Tingidae,sucker,40.4167,-3.70358,23,1.4689531308842958e-4,5.266740029727862e-6,16.902473218763333,0.2692678600649243,38.78969913125012,0.1373019015421108,33.29694220244482,0.08714000140577556,1.5000000000000001e-4,17,38.5
"Liao, QJ;",Lepidoptera,Pyralidae,chewer,29.22335,103.59661,24,2.515947145018395e-4,4.855893815887787e-5,18.734966828439084,1.2898918625329208,30.22600478581269,0.16672913438267337,27.04697333100098,0.2797391843439028,2.4e-4,19,30.5
"Geng, S;",Lepidoptera,Gracillariidae,leafminer,37.3779,126.95432,25,6.196552641655562e-5,1.2206611265058831e-5,5.986336501837398,2.844409551061978,30.175840630667846,0.13683843400229478,24.821393051478196,0.35647190841814486,5e-5,4,30.5
"Qin, JY;",Lepidoptera,Noctuidae,chewer,22.81931,108.36272,26,6e-5,3.451672371861596e-5,9,3.494560779378619,46.5,14.744720676077515,38.22010638264429,11.347762406417488,6e-5,9,46.5
"Ngowi, BV;",Lepidoptera,Plutellidae,chewer,-3.51239,38.25022,27,1.6653294561622624e-4,3.4951730914702828e-6,8.803667848607427,0.1156394740055045,33.62989457073828,0.18868600096621657,27.948856470791156,0.1433130027048581,1.7e-4,9,33.5
"Guo, TT;",Lepidoptera,Noctuidae,chewer,36,119,28,6e-5,6.627336472881273e-6,6,1.469326312480657,34.5,0.24495620413607114,28.271227249165726,0.14537067774629628,6e-5,6,34.5
"Jiang, HX;",Thysanoptera,Thripidae,sucker,-37.8204,145.00252,29,9e-5,5.287723817562268e-6,7,0.4064940677572512,44.5,1.267188194174809,36.374525789836866,0.9699731531130089,9e-5,7,44.5
"Chi, BJ;",Lepidoptera,Crambidae,borer,37.1823,119.93251,30,3.0000000000000004e-5,7.375115437902839e-6,2,3.891107294596558,29.5,0.6243220830893582,23.80876855756133,0.2729505605852315,3.0000000000000004e-5,2,29.5
"Chen, WH;",Acari,Tetranychidae,sucker,22.61197,120.56687,31,1.8450538009639604e-4,1.1400644429525785e-5,11.359429313725538,0.6706825430093949,32.20851723236187,0.08886613874867184,27.202523891992456,0.10794654567748237,1.7e-4,11,32.5
"Basirat, M;",Lepidoptera,Pyralidae,borer,30.40218,55.99418,32,1.2450168742864998e-4,1.983197688092698e-5,21.212441820050188,1.0025095673354745,32.87401774569219,0.2852355022623135,29.60467991923946,0.2368727653128991,1.1e-4,21,33.5
"Chen, HS;",Hemiptera,Pseudococcidae,sucker,22.81931,108.36272,33,2e-4,1.699973034751342e-5,16,0.35591646083379896,34.5,0.39359659773427147,29.787493016757594,0.2656431644807013,2e-4,16,34.5
"Gotoh, T;",Acari,Tetranychidae,sucker,43.55525,141.90059,34,2.3044043363718039e-4,7.372269159332872e-6,10.156837120572824,0.23359798315659908,36.86527023776596,0.17246920795881496,30.709145347145103,0.12361234162829503,2e-4,9,37.5
"Khadioli, N;",Lepidoptera,Crambidae,borer,-2.40199,39.78187,35,2.2807707732905479e-4,7.606078256107436e-6,10.128038014701083,0.2566889958321437,37.320250174427706,0.21704737406350996,23.517248759268,0.18269981473705113,1.1e-4,-5,30.5
"Martinez, LC;",Lepidoptera,Elachistidae,borer,7.34802,-73.89798,36,1.620572782928324e-5,5.557581558434209e-4,-28.653612396228986,1689.906740766799,37.79110097470267,30.46578043928988,28.32988841425639,50.71862409924414,7.000000000000001e-5,11,37.5
"Pilkington, LJ;",Hemiptera,Cicadellidae,sucker,33.95335,-117.39616,37,1.67307231327326e-5,2.270031152838288e-5,17.62161993646488,1.6588257381800826,79.90435906718467,123.3771136821326,65.95733809652964,98.03602510289797,3.0000000000000004e-5,18,46.5
"Fand, BB;",Hemiptera,Pseudococcidae,sucker,18.52143,73.85445,38,6.924691940953423e-5,2.4075093438907283e-6,8.801207580876362,0.6223019950510762,41.37100243736988,0.10057802825840816,34.10729946836359,0.08462761601179,7.000000000000001e-5,9,41.5
"Kumar, S;",Hemiptera,Pseudococcidae,sucker,10.90943,78.36653,39,9.795651174362913e-5,1.936568889292628e-5,12.570629707628981,1.3656565481001532,41.70575181380999,2.381753401964438,34.897803857333074,1.7314235352422442,1e-4,13,41.5
"Karami-Jamour, T;",Acari,Tetranychidae,sucker,31.33378,48.86386,40,3.10498126019617e-4,1.9186719233777308e-5,13.198417692003186,0.17010840726851184,32.85623030213749,0.46978560398676095,28.011595770367524,0.3548032747449185,1.5000000000000001e-4,10,39.5
"Golizadeh, A;",Lepidoptera,Gelechiidae,miner,38.25142,48.29749,41,1.8393161817027235e-4,1.1710457805227995e-5,12.873370938265417,0.3234930961598856,35.29425530746358,0.4903343773811932,29.876253989087623,0.3585622316522933,2.2e-4,14,34.5
"Gotoh, T;",Acari,Tetranychidae,sucker,36,138,42,2e-4,6.065568847052394e-6,11,0.16849590474218082,39.5,0.36755785428033033,32.92063674365259,0.2785348692396959,2e-4,11,39.5
"Amiri, A;",Lepidoptera,Gracillariidae,leafminer,35.68925,51.3896,43,8.358715473808329e-5,4.72355070060895e-6,8.635009245466192,0.8214112907707124,33.66227134074578,0.09512000916388952,27.951066929995353,0.10773924481425026,9e-5,9,33.5
"Zahiri, B;",Coleoptera,Curculionidae,chewer,34.79833,48.51485,44,6e-5,2.8928260712740176e-6,8,0.23998514311802002,37.5,0.6975077854258348,30.91887569289695,0.5353653220690273,6e-5,8,37.5
"Kuo, MH;",Hemiptera,Aphididae,sucker,24.16316,120.64783,46,1.485330740865799e-4,1.924075234172999e-5,10.076795099189956,0.5672523669895785,38.07691950029499,2.3508967594495624,31.659928782077735,1.8307699749472057,1.5000000000000001e-4,10,37.5
"Toapanta, MA;",Coleoptera,Curculionidae,borer,29.65197,-82.32498,47,8.198093162932452e-5,2.593944134284429e-5,13.017481593722627,3.0324294827120033,33.46468512247448,0.5915670955714155,28.459485053588168,0.57735862805179206,9e-5,14,33.5
"Gotoh, T;",Acari,Tetranychidae,sucker,36.59912,140.65046,48,1.8e-4,1.4823208250609786e-5,8,0.5454659385943096,39.5,1.4114876857341168,32.51223253025188,1.070700447835462,1.8e-4,8,39.5
"Premachandra, WTSD;",Thysanoptera,Thripidae,sucker,13.82458,100.62245,49,6.646361023520642e-4,3.758123066592971e-5,22.53063289135209,0.21889144705155253,35.904585156350024,0.10738340995939995,32.18973844156493,0.06766525900805946,4.8000000000000007e-4,21,36.5
"Kasap, I",Acari,Tetranychidae,sucker,38.32496,43.65898,50,2.5713690990058374e-4,1.2408371531509398e-4,8.693941886339301,6.3139487111734836,31.744181664249147,0.8783671832929079,26.435831697137644,0.5911900646492999,2.9000000000000006e-4,10,31.5
"Satar, S;",Hemiptera,Aphididae,sucker,36.61162,-119.52707,51,5.634944699794493e-4,3.7152270400108174e-5,21.951270439868548,0.2874819584859107,36.22318245235246,0.15501160811406225,23.517248759268,0.18269981473705113,1.1e-4,-5,30.5
"Hoddle, MS",Thysanoptera,Thripidae,sucker,33.37642,-117.25115,52,3.2224761648543e-5,2.3361602055719798e-5,-30.807906947348606,39.04820644969994,27.52730455546834,0.03725816209648443,20.27128529460239,1.2114722916212737,7.000000000000001e-5,-3,27.5
"Turak, E;",Hemiptera,Aphididae,sucker,-33.77403,151.11271,53,4.1738487450522396e-4,1.379020124673942e-4,7.967678511568817,1.8134039967005777,27.620429171582924,1.5942582536107635,23.059511356471376,1.0970930880933434,4.3000000000000004e-4,8,27.5
"Dreyer, H;",Hemiptera,Coreidae,sucker,7.16545,1.98288,54,1.344862026425784e-4,1.5994529651384356e-5,18.182583835776025,0.6268538095767456,38.11084724227866,0.6013040611264038,32.998376315898824,0.415957558118714,1.1e-4,17,38.5
"Gotoh, T;",Acari,Tetranychidae,sucker,36.01176,140.21971,55,2.0432724633350345e-4,8.440513452800844e-6,8.200482229055318,0.32691492812560635,38.63511387404756,0.3709905797115226,31.849310787675858,0.2700435701772105,2.7000000000000006e-4,11,37.5
"Gotoh, T;",Acari,Tetranychidae,sucker,35.97942,140.14940000000001,56,9.582226133829092e-5,1.981288777244734e-5,4.293992624923084,2.2503209440180347,43.23161346618516,2.811195398291583,35.04271552493316,2.042464321774495,1.5000000000000001e-4,9,39.5
"Gotoh, T;",Acari,Tetranychidae,sucker,36.04477,139.88445,57,1.4805664781594166e-4,1.5906261741347966e-5,8.423074837997417,1.001708919052812,40.09616141539413,0.9497798973131152,33.04227921803808,0.6643631813525247,2e-4,11,38.5
"Gotoh, T;",Acari,Tetranychidae,sucker,35.02104,135.75561,58,8.408355262367776e-5,1.0867706118275257e-5,0.8298519321488893,1.3849381601177968,53.15726264421638,3.642596955353741,42.609611352389464,2.786920983097538,1.1e-4,4,47.5
"Turak, E;",Hemiptera,Aphididae,sucker,-33.77403,151.11271,59,2.8096147782270467e-4,1.1779297173788886e-4,3.6870461171741593,5.8052158077861025,28.845235486096158,0.672824326609915,23.476313609595557,0.6149380950954291,3.2e-4,5,28.5
